el_id,name,field,get_pv,set_pv
0,SR-DI-DCCT-01,beam_current,SR-DI-DCCT-01:SIGNAL,
0,SR-DI-EMIT-01,emittance_x,SR-DI-EMIT-01:HEMIT,
0,SR-DI-EMIT-01,emittance_y,SR-DI-EMIT-01:VEMIT,
0,SR23C-DI-TMBF-01,tune_x,SR23C-DI-TMBF-01:X:TUNE:TUNE,
0,SR23C-DI-TMBF-01,tune_y,SR23C-DI-TMBF-01:Y:TUNE:TUNE,
3,SR01C-DI-EBPM-01,x,SR01C-DI-EBPM-01:SA:X,
3,SR01C-DI-EBPM-01,y,SR01C-DI-EBPM-01:SA:Y,
3,SR01C-DI-EBPM-01,enabled,SR01C-DI-EBPM-01:CF:ENABLED_S,
3,SR01C-DI-EBPM-01,x_fofb_disabled,SR01C-PC-HBPM-01:FAST:DISABLED,
3,SR01C-DI-EBPM-01,x_sofb_disabled,SR01C-PC-HBPM-01:SLOW:DISABLED,
3,SR01C-DI-EBPM-01,y_fofb_disabled,SR01C-PC-VBPM-01:FAST:DISABLED,
3,SR01C-DI-EBPM-01,y_sofb_disabled,SR01C-PC-VBPM-01:SLOW:DISABLED,
5,SR01A-PC-Q1D-01,b1,SR01A-PC-Q1D-01:I,SR01A-PC-Q1D-01:SETI
8,SR01A-PC-S1D-01,b2,SR01A-PC-S1D-01:I,SR01A-PC-S1D-01:SETI
8,SR01A-PC-HSTR-01,x_kick,SR01A-PC-HSTR-01:I,SR01A-PC-HSTR-01:SETI
8,SR01A-PC-HSTR-01,h_fofb_disabled,SR01A-PC-HSTR-01:FAST:DISABLED,
8,SR01A-PC-HSTR-01,h_sofb_disabled,SR01A-PC-HSTR-01:SLOW:DISABLED,
8,SR01A-PC-VSTR-01,y_kick,SR01A-PC-VSTR-01:I,SR01A-PC-VSTR-01:SETI
8,SR01A-PC-VSTR-01,v_fofb_disabled,SR01A-PC-VSTR-01:FAST:DISABLED,
8,SR01A-PC-VSTR-01,v_sofb_disabled,SR01A-PC-VSTR-01:SLOW:DISABLED,
11,SR01A-PC-Q2D-02,b1,SR01A-PC-Q2D-02:I,SR01A-PC-Q2D-02:SETI
13,SR01A-PC-Q3D-03,b1,SR01A-PC-Q3D-03:I,SR01A-PC-Q3D-03:SETI
16,SR01A-PC-S2D-02,b2,SR01A-PC-S2D-02:I,SR01A-PC-S2D-02:SETI
16,SR01A-PC-HSTR-02,x_kick,SR01A-PC-HSTR-02:I,SR01A-PC-HSTR-02:SETI
16,SR01A-PC-HSTR-02,h_fofb_disabled,SR01A-PC-HSTR-02:FAST:DISABLED,
16,SR01A-PC-HSTR-02,h_sofb_disabled,SR01A-PC-HSTR-02:SLOW:DISABLED,
16,SR01A-PC-VSTR-02,y_kick,SR01A-PC-VSTR-02:I,SR01A-PC-VSTR-02:SETI
16,SR01A-PC-VSTR-02,v_fofb_disabled,SR01A-PC-VSTR-02:FAST:DISABLED,
16,SR01A-PC-VSTR-02,v_sofb_disabled,SR01A-PC-VSTR-02:SLOW:DISABLED,
19,SR01C-DI-EBPM-02,x,SR01C-DI-EBPM-02:SA:X,
19,SR01C-DI-EBPM-02,y,SR01C-DI-EBPM-02:SA:Y,
19,SR01C-DI-EBPM-02,enabled,SR01C-DI-EBPM-02:CF:ENABLED_S,
19,SR01C-DI-EBPM-02,x_fofb_disabled,SR01C-PC-HBPM-02:FAST:DISABLED,
19,SR01C-DI-EBPM-02,x_sofb_disabled,SR01C-PC-HBPM-02:SLOW:DISABLED,
19,SR01C-DI-EBPM-02,y_fofb_disabled,SR01C-PC-VBPM-02:FAST:DISABLED,
19,SR01C-DI-EBPM-02,y_sofb_disabled,SR01C-PC-VBPM-02:SLOW:DISABLED,
21,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
23,SR01A-PC-Q2AD-04,b1,SR01A-PC-Q2AD-04:I,SR01A-PC-Q2AD-04:SETI
25,SR01C-DI-EBPM-03,x,SR01C-DI-EBPM-03:SA:X,
25,SR01C-DI-EBPM-03,y,SR01C-DI-EBPM-03:SA:Y,
25,SR01C-DI-EBPM-03,enabled,SR01C-DI-EBPM-03:CF:ENABLED_S,
25,SR01C-DI-EBPM-03,x_fofb_disabled,SR01C-PC-HBPM-03:FAST:DISABLED,
25,SR01C-DI-EBPM-03,x_sofb_disabled,SR01C-PC-HBPM-03:SLOW:DISABLED,
25,SR01C-DI-EBPM-03,y_fofb_disabled,SR01C-PC-VBPM-03:FAST:DISABLED,
25,SR01C-DI-EBPM-03,y_sofb_disabled,SR01C-PC-VBPM-03:SLOW:DISABLED,
28,SR01A-PC-S2A-03,b2,SR01A-PC-S2A-03:I,SR01A-PC-S2A-03:SETI
28,SR01A-PC-HSTR-03,x_kick,SR01A-PC-HSTR-03:I,SR01A-PC-HSTR-03:SETI
28,SR01A-PC-HSTR-03,h_fofb_disabled,SR01A-PC-HSTR-03:FAST:DISABLED,
28,SR01A-PC-HSTR-03,h_sofb_disabled,SR01A-PC-HSTR-03:SLOW:DISABLED,
28,SR01A-PC-VSTR-03,y_kick,SR01A-PC-VSTR-03:I,SR01A-PC-VSTR-03:SETI
28,SR01A-PC-VSTR-03,v_fofb_disabled,SR01A-PC-VSTR-03:FAST:DISABLED,
28,SR01A-PC-VSTR-03,v_sofb_disabled,SR01A-PC-VSTR-03:SLOW:DISABLED,
31,SR01A-PC-Q1AD-05,b1,SR01A-PC-Q1AD-05:I,SR01A-PC-Q1AD-05:SETI
33,SR01C-DI-EBPM-04,x,SR01C-DI-EBPM-04:SA:X,
33,SR01C-DI-EBPM-04,y,SR01C-DI-EBPM-04:SA:Y,
33,SR01C-DI-EBPM-04,enabled,SR01C-DI-EBPM-04:CF:ENABLED_S,
33,SR01C-DI-EBPM-04,x_fofb_disabled,SR01C-PC-HBPM-04:FAST:DISABLED,
33,SR01C-DI-EBPM-04,x_sofb_disabled,SR01C-PC-HBPM-04:SLOW:DISABLED,
33,SR01C-DI-EBPM-04,y_fofb_disabled,SR01C-PC-VBPM-04:FAST:DISABLED,
33,SR01C-DI-EBPM-04,y_sofb_disabled,SR01C-PC-VBPM-04:SLOW:DISABLED,
36,SR01A-PC-S1A-04,b2,SR01A-PC-S1A-04:I,SR01A-PC-S1A-04:SETI
36,SR01A-PC-HSTR-04,x_kick,SR01A-PC-HSTR-04:I,SR01A-PC-HSTR-04:SETI
36,SR01A-PC-HSTR-04,h_fofb_disabled,SR01A-PC-HSTR-04:FAST:DISABLED,
36,SR01A-PC-HSTR-04,h_sofb_disabled,SR01A-PC-HSTR-04:SLOW:DISABLED,
36,SR01A-PC-VSTR-04,y_kick,SR01A-PC-VSTR-04:I,SR01A-PC-VSTR-04:SETI
36,SR01A-PC-VSTR-04,v_fofb_disabled,SR01A-PC-VSTR-04:FAST:DISABLED,
36,SR01A-PC-VSTR-04,v_sofb_disabled,SR01A-PC-VSTR-04:SLOW:DISABLED,
39,SR01A-PC-Q1AB-06,b1,SR01A-PC-Q1AB-06:I,SR01A-PC-Q1AB-06:SETI
42,SR01A-PC-S2A-05,b2,SR01A-PC-S2A-05:I,SR01A-PC-S2A-05:SETI
42,SR01A-PC-HSTR-05,x_kick,SR01A-PC-HSTR-05:I,SR01A-PC-HSTR-05:SETI
42,SR01A-PC-HSTR-05,h_fofb_disabled,SR01A-PC-HSTR-05:FAST:DISABLED,
42,SR01A-PC-HSTR-05,h_sofb_disabled,SR01A-PC-HSTR-05:SLOW:DISABLED,
42,SR01A-PC-VSTR-05,y_kick,SR01A-PC-VSTR-05:I,SR01A-PC-VSTR-05:SETI
42,SR01A-PC-VSTR-05,v_fofb_disabled,SR01A-PC-VSTR-05:FAST:DISABLED,
42,SR01A-PC-VSTR-05,v_sofb_disabled,SR01A-PC-VSTR-05:SLOW:DISABLED,
45,SR01A-PC-Q2AB-07,b1,SR01A-PC-Q2AB-07:I,SR01A-PC-Q2AB-07:SETI
47,SR01C-DI-EBPM-05,x,SR01C-DI-EBPM-05:SA:X,
47,SR01C-DI-EBPM-05,y,SR01C-DI-EBPM-05:SA:Y,
47,SR01C-DI-EBPM-05,enabled,SR01C-DI-EBPM-05:CF:ENABLED_S,
47,SR01C-DI-EBPM-05,x_fofb_disabled,SR01C-PC-HBPM-05:FAST:DISABLED,
47,SR01C-DI-EBPM-05,x_sofb_disabled,SR01C-PC-HBPM-05:SLOW:DISABLED,
47,SR01C-DI-EBPM-05,y_fofb_disabled,SR01C-PC-VBPM-05:FAST:DISABLED,
47,SR01C-DI-EBPM-05,y_sofb_disabled,SR01C-PC-VBPM-05:SLOW:DISABLED,
49,SR-PC-DIPOL-01,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
52,SR01A-PC-S2C-06,b2,SR01A-PC-S2C-06:I,SR01A-PC-S2C-06:SETI
52,SR01A-PC-HSTR-06,x_kick,SR01A-PC-HSTR-06:I,SR01A-PC-HSTR-06:SETI
52,SR01A-PC-HSTR-06,h_fofb_disabled,SR01A-PC-HSTR-06:FAST:DISABLED,
52,SR01A-PC-HSTR-06,h_sofb_disabled,SR01A-PC-HSTR-06:SLOW:DISABLED,
52,SR01A-PC-VSTR-06,y_kick,SR01A-PC-VSTR-06:I,SR01A-PC-VSTR-06:SETI
52,SR01A-PC-VSTR-06,v_fofb_disabled,SR01A-PC-VSTR-06:FAST:DISABLED,
52,SR01A-PC-VSTR-06,v_sofb_disabled,SR01A-PC-VSTR-06:SLOW:DISABLED,
55,SR01A-PC-Q3B-08,b1,SR01A-PC-Q3B-08:I,SR01A-PC-Q3B-08:SETI
57,SR01C-DI-EBPM-06,x,SR01C-DI-EBPM-06:SA:X,
57,SR01C-DI-EBPM-06,y,SR01C-DI-EBPM-06:SA:Y,
57,SR01C-DI-EBPM-06,enabled,SR01C-DI-EBPM-06:CF:ENABLED_S,
57,SR01C-DI-EBPM-06,x_fofb_disabled,SR01C-PC-HBPM-06:FAST:DISABLED,
57,SR01C-DI-EBPM-06,x_sofb_disabled,SR01C-PC-HBPM-06:SLOW:DISABLED,
57,SR01C-DI-EBPM-06,y_fofb_disabled,SR01C-PC-VBPM-06:FAST:DISABLED,
57,SR01C-DI-EBPM-06,y_sofb_disabled,SR01C-PC-VBPM-06:SLOW:DISABLED,
59,SR01A-PC-Q2B-09,b1,SR01A-PC-Q2B-09:I,SR01A-PC-Q2B-09:SETI
62,SR01A-PC-S1C-07,b2,SR01A-PC-S1C-07:I,SR01A-PC-S1C-07:SETI
62,SR01A-PC-HSTR-07,x_kick,SR01A-PC-HSTR-07:I,SR01A-PC-HSTR-07:SETI
62,SR01A-PC-HSTR-07,h_fofb_disabled,SR01A-PC-HSTR-07:FAST:DISABLED,
62,SR01A-PC-HSTR-07,h_sofb_disabled,SR01A-PC-HSTR-07:SLOW:DISABLED,
62,SR01A-PC-VSTR-07,y_kick,SR01A-PC-VSTR-07:I,SR01A-PC-VSTR-07:SETI
62,SR01A-PC-VSTR-07,v_fofb_disabled,SR01A-PC-VSTR-07:FAST:DISABLED,
62,SR01A-PC-VSTR-07,v_sofb_disabled,SR01A-PC-VSTR-07:SLOW:DISABLED,
65,SR01A-PC-Q1B-10,b1,SR01A-PC-Q1B-10:I,SR01A-PC-Q1B-10:SETI
67,SR01C-DI-EBPM-07,x,SR01C-DI-EBPM-07:SA:X,
67,SR01C-DI-EBPM-07,y,SR01C-DI-EBPM-07:SA:Y,
67,SR01C-DI-EBPM-07,enabled,SR01C-DI-EBPM-07:CF:ENABLED_S,
67,SR01C-DI-EBPM-07,x_fofb_disabled,SR01C-PC-HBPM-07:FAST:DISABLED,
67,SR01C-DI-EBPM-07,x_sofb_disabled,SR01C-PC-HBPM-07:SLOW:DISABLED,
67,SR01C-DI-EBPM-07,y_fofb_disabled,SR01C-PC-VBPM-07:FAST:DISABLED,
67,SR01C-DI-EBPM-07,y_sofb_disabled,SR01C-PC-VBPM-07:SLOW:DISABLED,
75,SR02I-PC-HSTR-11,x_kick,SR02I-PC-HSTR-11:I,SR02I-PC-HSTR-11:SETI
76,SR02I-PC-VSTR-11,y_kick,SR02I-PC-VSTR-11:I,SR02I-PC-VSTR-11:SETI
82,SR02I-PC-HSTR-12,x_kick,SR02I-PC-HSTR-12:I,SR02I-PC-HSTR-12:SETI
83,SR02I-PC-VSTR-12,y_kick,SR02I-PC-VSTR-12:I,SR02I-PC-VSTR-12:SETI
95,SR02C-DI-EBPM-01,x,SR02C-DI-EBPM-01:SA:X,
95,SR02C-DI-EBPM-01,y,SR02C-DI-EBPM-01:SA:Y,
95,SR02C-DI-EBPM-01,enabled,SR02C-DI-EBPM-01:CF:ENABLED_S,
95,SR02C-DI-EBPM-01,x_fofb_disabled,SR02C-PC-HBPM-01:FAST:DISABLED,
95,SR02C-DI-EBPM-01,x_sofb_disabled,SR02C-PC-HBPM-01:SLOW:DISABLED,
95,SR02C-DI-EBPM-01,y_fofb_disabled,SR02C-PC-VBPM-01:FAST:DISABLED,
95,SR02C-DI-EBPM-01,y_sofb_disabled,SR02C-PC-VBPM-01:SLOW:DISABLED,
99,SR02A-PC-Q1BE-01,b1,SR02A-PC-Q1BE-01:I,SR02A-PC-Q1BE-01:SETI
101,SR02A-PC-S1BE-01,b2,SR02A-PC-S1BE-01:I,SR02A-PC-S1BE-01:SETI
101,SR02A-PC-HSTR-01,x_kick,SR02A-PC-HSTR-01:I,SR02A-PC-HSTR-01:SETI
101,SR02A-PC-HSTR-01,h_fofb_disabled,SR02A-PC-HSTR-01:FAST:DISABLED,
101,SR02A-PC-HSTR-01,h_sofb_disabled,SR02A-PC-HSTR-01:SLOW:DISABLED,
101,SR02A-PC-VSTR-01,y_kick,SR02A-PC-VSTR-01:I,SR02A-PC-VSTR-01:SETI
101,SR02A-PC-VSTR-01,v_fofb_disabled,SR02A-PC-VSTR-01:FAST:DISABLED,
101,SR02A-PC-VSTR-01,v_sofb_disabled,SR02A-PC-VSTR-01:SLOW:DISABLED,
103,SR02A-PC-Q2BE-02,b1,SR02A-PC-Q2BE-02:I,SR02A-PC-Q2BE-02:SETI
107,SR02A-PC-S2BE-02,b2,SR02A-PC-S2BE-02:I,SR02A-PC-S2BE-02:SETI
111,SR02A-PC-DTRIM-01,b0,SR02A-PC-DTRIM-01:I,SR02A-PC-DTRIM-01:SETI
118,SR02C-DI-EBPM-02,x,SR02C-DI-EBPM-02:SA:X,
118,SR02C-DI-EBPM-02,y,SR02C-DI-EBPM-02:SA:Y,
118,SR02C-DI-EBPM-02,enabled,SR02C-DI-EBPM-02:CF:ENABLED_S,
118,SR02C-DI-EBPM-02,x_fofb_disabled,SR02C-PC-HBPM-02:FAST:DISABLED,
118,SR02C-DI-EBPM-02,x_sofb_disabled,SR02C-PC-HBPM-02:SLOW:DISABLED,
118,SR02C-DI-EBPM-02,y_fofb_disabled,SR02C-PC-VBPM-02:FAST:DISABLED,
118,SR02C-DI-EBPM-02,y_sofb_disabled,SR02C-PC-VBPM-02:SLOW:DISABLED,
120,SR02A-PC-S3E-03,b2,SR02A-PC-S3E-03:I,SR02A-PC-S3E-03:SETI
122,SR02A-PC-Q3E-03,b1,SR02A-PC-Q3E-03:I,SR02A-PC-Q3E-03:SETI
126,SR02A-PC-S4E-04,b2,SR02A-PC-S4E-04:I,SR02A-PC-S4E-04:SETI
126,SR02A-PC-HSTR-04,x_kick,SR02A-PC-HSTR-04:I,SR02A-PC-HSTR-04:SETI
126,SR02A-PC-HSTR-04,h_fofb_disabled,SR02A-PC-HSTR-04:FAST:DISABLED,
126,SR02A-PC-HSTR-04,h_sofb_disabled,SR02A-PC-HSTR-04:SLOW:DISABLED,
126,SR02A-PC-VSTR-04,y_kick,SR02A-PC-VSTR-04:I,SR02A-PC-VSTR-04:SETI
126,SR02A-PC-VSTR-04,v_fofb_disabled,SR02A-PC-VSTR-04:FAST:DISABLED,
126,SR02A-PC-VSTR-04,v_sofb_disabled,SR02A-PC-VSTR-04:SLOW:DISABLED,
128,SR02A-PC-Q3E-04,b1,SR02A-PC-Q3E-04:I,SR02A-PC-Q3E-04:SETI
130,SR02A-PC-S3E-05,b2,SR02A-PC-S3E-05:I,SR02A-PC-S3E-05:SETI
130,SR02A-PC-HSTR-05,x_kick,SR02A-PC-HSTR-05:I,SR02A-PC-HSTR-05:SETI
130,SR02A-PC-HSTR-05,h_fofb_disabled,SR02A-PC-HSTR-05:FAST:DISABLED,
130,SR02A-PC-HSTR-05,h_sofb_disabled,SR02A-PC-HSTR-05:SLOW:DISABLED,
130,SR02A-PC-VSTR-05,y_kick,SR02A-PC-VSTR-05:I,SR02A-PC-VSTR-05:SETI
130,SR02A-PC-VSTR-05,v_fofb_disabled,SR02A-PC-VSTR-05:FAST:DISABLED,
130,SR02A-PC-VSTR-05,v_sofb_disabled,SR02A-PC-VSTR-05:SLOW:DISABLED,
134,SR02C-DI-EBPM-03,x,SR02C-DI-EBPM-03:SA:X,
134,SR02C-DI-EBPM-03,y,SR02C-DI-EBPM-03:SA:Y,
134,SR02C-DI-EBPM-03,enabled,SR02C-DI-EBPM-03:CF:ENABLED_S,
134,SR02C-DI-EBPM-03,x_fofb_disabled,SR02C-PC-HBPM-03:FAST:DISABLED,
134,SR02C-DI-EBPM-03,x_sofb_disabled,SR02C-PC-HBPM-03:SLOW:DISABLED,
134,SR02C-DI-EBPM-03,y_fofb_disabled,SR02C-PC-VBPM-03:FAST:DISABLED,
134,SR02C-DI-EBPM-03,y_sofb_disabled,SR02C-PC-VBPM-03:SLOW:DISABLED,
136,SR02A-PC-DTRIM-02,b0,SR02A-PC-DTRIM-02:I,SR02A-PC-DTRIM-02:SETI
139,SR02A-PC-HSCOR-01,x_kick,SR02A-PC-HSCOR-01:I,SR02A-PC-HSCOR-01:SETI
139,SR02A-PC-HSCOR-01,h_fofb_disabled,SR02A-PC-HSCOR-01:FAST:DISABLED,
139,SR02A-PC-HSCOR-01,h_sofb_disabled,SR02A-PC-HSCOR-01:SLOW:DISABLED,
140,SR02A-PC-VSCOR-01,y_kick,SR02A-PC-VSCOR-01:I,SR02A-PC-VSCOR-01:SETI
140,SR02A-PC-VSCOR-01,v_fofb_disabled,SR02A-PC-VSCOR-01:FAST:DISABLED,
140,SR02A-PC-VSCOR-01,v_sofb_disabled,SR02A-PC-VSCOR-01:SLOW:DISABLED,
142,SR02A-PC-Q4E-05,b1,SR02A-PC-Q4E-05:I,SR02A-PC-Q4E-05:SETI
147,SR02C-DI-EBPM-04,x,SR02C-DI-EBPM-04:SA:X,
147,SR02C-DI-EBPM-04,y,SR02C-DI-EBPM-04:SA:Y,
147,SR02C-DI-EBPM-04,enabled,SR02C-DI-EBPM-04:CF:ENABLED_S,
147,SR02C-DI-EBPM-04,x_fofb_disabled,SR02C-PC-HBPM-04:FAST:DISABLED,
147,SR02C-DI-EBPM-04,x_sofb_disabled,SR02C-PC-HBPM-04:SLOW:DISABLED,
147,SR02C-DI-EBPM-04,y_fofb_disabled,SR02C-PC-VBPM-04:FAST:DISABLED,
147,SR02C-DI-EBPM-04,y_sofb_disabled,SR02C-PC-VBPM-04:SLOW:DISABLED,
150,SR02J-PC-HSTR-11,x_kick,SR02J-PC-HSTR-11:I,SR02J-PC-HSTR-11:SETI
151,SR02J-PC-VSTR-11,y_kick,SR02J-PC-VSTR-11:I,SR02J-PC-VSTR-11:SETI
157,SR02J-PC-HSTR-12,x_kick,SR02J-PC-HSTR-12:I,SR02J-PC-HSTR-12:SETI
158,SR02J-PC-VSTR-12,y_kick,SR02J-PC-VSTR-12:I,SR02J-PC-VSTR-12:SETI
161,SR02C-DI-EBPM-05,x,SR02C-DI-EBPM-05:SA:X,
161,SR02C-DI-EBPM-05,y,SR02C-DI-EBPM-05:SA:Y,
161,SR02C-DI-EBPM-05,enabled,SR02C-DI-EBPM-05:CF:ENABLED_S,
161,SR02C-DI-EBPM-05,x_fofb_disabled,SR02C-PC-HBPM-05:FAST:DISABLED,
161,SR02C-DI-EBPM-05,x_sofb_disabled,SR02C-PC-HBPM-05:SLOW:DISABLED,
161,SR02C-DI-EBPM-05,y_fofb_disabled,SR02C-PC-VBPM-05:FAST:DISABLED,
161,SR02C-DI-EBPM-05,y_sofb_disabled,SR02C-PC-VBPM-05:SLOW:DISABLED,
163,SR02A-PC-Q4E-06,b1,SR02A-PC-Q4E-06:I,SR02A-PC-Q4E-06:SETI
165,SR02A-PC-HSCOR-02,x_kick,SR02A-PC-HSCOR-02:I,SR02A-PC-HSCOR-02:SETI
165,SR02A-PC-HSCOR-02,h_fofb_disabled,SR02A-PC-HSCOR-02:FAST:DISABLED,
165,SR02A-PC-HSCOR-02,h_sofb_disabled,SR02A-PC-HSCOR-02:SLOW:DISABLED,
166,SR02A-PC-VSCOR-02,y_kick,SR02A-PC-VSCOR-02:I,SR02A-PC-VSCOR-02:SETI
166,SR02A-PC-VSCOR-02,v_fofb_disabled,SR02A-PC-VSCOR-02:FAST:DISABLED,
166,SR02A-PC-VSCOR-02,v_sofb_disabled,SR02A-PC-VSCOR-02:SLOW:DISABLED,
170,SR02A-PC-DTRIM-03,b0,SR02A-PC-DTRIM-03:I,SR02A-PC-DTRIM-03:SETI
177,SR02A-PC-S3E-06,b2,SR02A-PC-S3E-06:I,SR02A-PC-S3E-06:SETI
179,SR02A-PC-Q3E-07,b1,SR02A-PC-Q3E-07:I,SR02A-PC-Q3E-07:SETI
183,SR02C-DI-EBPM-06,x,SR02C-DI-EBPM-06:SA:X,
183,SR02C-DI-EBPM-06,y,SR02C-DI-EBPM-06:SA:Y,
183,SR02C-DI-EBPM-06,enabled,SR02C-DI-EBPM-06:CF:ENABLED_S,
183,SR02C-DI-EBPM-06,x_fofb_disabled,SR02C-PC-HBPM-06:FAST:DISABLED,
183,SR02C-DI-EBPM-06,x_sofb_disabled,SR02C-PC-HBPM-06:SLOW:DISABLED,
183,SR02C-DI-EBPM-06,y_fofb_disabled,SR02C-PC-VBPM-06:FAST:DISABLED,
183,SR02C-DI-EBPM-06,y_sofb_disabled,SR02C-PC-VBPM-06:SLOW:DISABLED,
185,SR02A-PC-S4E-07,b2,SR02A-PC-S4E-07:I,SR02A-PC-S4E-07:SETI
185,SR02A-PC-HSTR-07,x_kick,SR02A-PC-HSTR-07:I,SR02A-PC-HSTR-07:SETI
185,SR02A-PC-HSTR-07,h_fofb_disabled,SR02A-PC-HSTR-07:FAST:DISABLED,
185,SR02A-PC-HSTR-07,h_sofb_disabled,SR02A-PC-HSTR-07:SLOW:DISABLED,
185,SR02A-PC-VSTR-07,y_kick,SR02A-PC-VSTR-07:I,SR02A-PC-VSTR-07:SETI
185,SR02A-PC-VSTR-07,v_fofb_disabled,SR02A-PC-VSTR-07:FAST:DISABLED,
185,SR02A-PC-VSTR-07,v_sofb_disabled,SR02A-PC-VSTR-07:SLOW:DISABLED,
187,SR02A-PC-Q3E-08,b1,SR02A-PC-Q3E-08:I,SR02A-PC-Q3E-08:SETI
189,SR02A-PC-S3E-08,b2,SR02A-PC-S3E-08:I,SR02A-PC-S3E-08:SETI
189,SR02A-PC-HSTR-08,x_kick,SR02A-PC-HSTR-08:I,SR02A-PC-HSTR-08:SETI
189,SR02A-PC-HSTR-08,h_fofb_disabled,SR02A-PC-HSTR-08:FAST:DISABLED,
189,SR02A-PC-HSTR-08,h_sofb_disabled,SR02A-PC-HSTR-08:SLOW:DISABLED,
189,SR02A-PC-VSTR-08,y_kick,SR02A-PC-VSTR-08:I,SR02A-PC-VSTR-08:SETI
189,SR02A-PC-VSTR-08,v_fofb_disabled,SR02A-PC-VSTR-08:FAST:DISABLED,
189,SR02A-PC-VSTR-08,v_sofb_disabled,SR02A-PC-VSTR-08:SLOW:DISABLED,
193,SR02C-DI-EBPM-07,x,SR02C-DI-EBPM-07:SA:X,
193,SR02C-DI-EBPM-07,y,SR02C-DI-EBPM-07:SA:Y,
193,SR02C-DI-EBPM-07,enabled,SR02C-DI-EBPM-07:CF:ENABLED_S,
193,SR02C-DI-EBPM-07,x_fofb_disabled,SR02C-PC-HBPM-07:FAST:DISABLED,
193,SR02C-DI-EBPM-07,x_sofb_disabled,SR02C-PC-HBPM-07:SLOW:DISABLED,
193,SR02C-DI-EBPM-07,y_fofb_disabled,SR02C-PC-VBPM-07:FAST:DISABLED,
193,SR02C-DI-EBPM-07,y_sofb_disabled,SR02C-PC-VBPM-07:SLOW:DISABLED,
195,SR02A-PC-DTRIM-04,b0,SR02A-PC-DTRIM-04:I,SR02A-PC-DTRIM-04:SETI
200,SR02A-PC-S2BE-09,b2,SR02A-PC-S2BE-09:I,SR02A-PC-S2BE-09:SETI
204,SR02A-PC-Q2BE-09,b1,SR02A-PC-Q2BE-09:I,SR02A-PC-Q2BE-09:SETI
208,SR02A-PC-S1BE-10,b2,SR02A-PC-S1BE-10:I,SR02A-PC-S1BE-10:SETI
208,SR02A-PC-HSTR-10,x_kick,SR02A-PC-HSTR-10:I,SR02A-PC-HSTR-10:SETI
208,SR02A-PC-HSTR-10,h_fofb_disabled,SR02A-PC-HSTR-10:FAST:DISABLED,
208,SR02A-PC-HSTR-10,h_sofb_disabled,SR02A-PC-HSTR-10:SLOW:DISABLED,
208,SR02A-PC-VSTR-10,y_kick,SR02A-PC-VSTR-10:I,SR02A-PC-VSTR-10:SETI
208,SR02A-PC-VSTR-10,v_fofb_disabled,SR02A-PC-VSTR-10:FAST:DISABLED,
208,SR02A-PC-VSTR-10,v_sofb_disabled,SR02A-PC-VSTR-10:SLOW:DISABLED,
210,SR02A-PC-Q1BE-10,b1,SR02A-PC-Q1BE-10:I,SR02A-PC-Q1BE-10:SETI
218,SR02C-DI-EBPM-08,x,SR02C-DI-EBPM-08:SA:X,
218,SR02C-DI-EBPM-08,y,SR02C-DI-EBPM-08:SA:Y,
218,SR02C-DI-EBPM-08,enabled,SR02C-DI-EBPM-08:CF:ENABLED_S,
218,SR02C-DI-EBPM-08,x_fofb_disabled,SR02C-PC-HBPM-08:FAST:DISABLED,
218,SR02C-DI-EBPM-08,x_sofb_disabled,SR02C-PC-HBPM-08:SLOW:DISABLED,
218,SR02C-DI-EBPM-08,y_fofb_disabled,SR02C-PC-VBPM-08:FAST:DISABLED,
218,SR02C-DI-EBPM-08,y_sofb_disabled,SR02C-PC-VBPM-08:SLOW:DISABLED,
226,SR03I-PC-HSTR-11,x_kick,SR03I-PC-HSTR-11:I,SR03I-PC-HSTR-11:SETI
227,SR03I-PC-VSTR-11,y_kick,SR03I-PC-VSTR-11:I,SR03I-PC-VSTR-11:SETI
233,SR03I-PC-HSTR-12,x_kick,SR03I-PC-HSTR-12:I,SR03I-PC-HSTR-12:SETI
234,SR03I-PC-VSTR-12,y_kick,SR03I-PC-VSTR-12:I,SR03I-PC-VSTR-12:SETI
246,SR03C-DI-EBPM-01,x,SR03C-DI-EBPM-01:SA:X,
246,SR03C-DI-EBPM-01,y,SR03C-DI-EBPM-01:SA:Y,
246,SR03C-DI-EBPM-01,enabled,SR03C-DI-EBPM-01:CF:ENABLED_S,
246,SR03C-DI-EBPM-01,x_fofb_disabled,SR03C-PC-HBPM-01:FAST:DISABLED,
246,SR03C-DI-EBPM-01,x_sofb_disabled,SR03C-PC-HBPM-01:SLOW:DISABLED,
246,SR03C-DI-EBPM-01,y_fofb_disabled,SR03C-PC-VBPM-01:FAST:DISABLED,
246,SR03C-DI-EBPM-01,y_sofb_disabled,SR03C-PC-VBPM-01:SLOW:DISABLED,
248,SR03A-PC-Q1B-01,b1,SR03A-PC-Q1B-01:I,SR03A-PC-Q1B-01:SETI
251,SR03A-PC-S1B-01,b2,SR03A-PC-S1B-01:I,SR03A-PC-S1B-01:SETI
251,SR03A-PC-HSTR-01,x_kick,SR03A-PC-HSTR-01:I,SR03A-PC-HSTR-01:SETI
